Player,Year,Pos,Age,G,MP,PTS,TRB,AST
Kawhi Leonard,2012,SF,20,64,24.0,7.9,5.1,1.1
Malcolm Thomas,2012,PF,23,3,5.0,0.3,1.0,0.3
Manu GinÃ³bili,2012,SG,34,34,23.3,12.9,3.4,4.4
Matt Bonner,2012,PF,31,65,20.4,6.6,3.3,0.9
Patty Mills,2012,PG,23,16,16.3,10.3,1.8,2.4
Stephen Jackson,2012,SF,33,47,25.8,9.8,3.5,2.5
T.J. Ford,2012,PG,28,14,13.6,3.6,1.3,3.2
Tiago Splitter,2012,C,27,59,19.0,9.3,5.2,1.1
Tim Duncan,2012,C,35,58,28.2,15.4,9.0,2.3
Tony Parker,2012,PG,29,60,32.1,18.3,2.9,7.7
BoÅ¡tjan Nachbar,2003,SF,22,14,5.5,2.1,0.8,0.2
Cuttino Mobley,2003,SG,27,73,41.7,17.5,4.2,2.8
Eddie Griffin,2003,PF,20,77,24.5,8.6,6.0,1.1
Glen Rice,2003,SF,35,62,24.7,9.0,2.5,1.0
James Posey,2003,SF,26,83,30.3,10.8,5.1,2.2
Jason Collier,2003,C,25,13,8.0,2.8,2.2,0.1
Juaquin Hawkins,2003,SG,29,58,11.8,2.3,1.3,0.8
Kelvin Cato,2003,C,28,73,17.1,4.5,5.9,0.3
Maurice Taylor,2003,PF,26,67,20.6,8.4,3.6,1.0
Moochie Norris,2003,PG,29,82,16.8,4.4,1.9,2.4
Steve Francis,2003,PG,25,81,41.0,21.0,6.2,6.2
Terence Morris,2003,SF,24,49,12.9,3.7,2.6,0.5
Tito Maddox,2003,SG,21,9,3.9,1.2,0.8,0.6
Yao Ming,2003,C,22,82,29.0,13.5,8.2,1.7
BoÅ¡tjan Nachbar,2008,PF,27,75,22.1,9.8,3.5,1.2
Darrell Armstrong,2008,PG,39,50,11.0,2.5,1.3,1.5
DeSagana Diop,2008,C,26,79,16.4,2.9,5.0,0.5
Devin Harris,2008,PG,24,64,31.6,14.8,2.7,5.8
Josh Boone,2008,PF,23,70,25.3,8.2,7.3,0.8
Maurice Ager,2008,SG,23,26,6.3,2.0,0.5,0.3
Nenad KrstiÄ‡,2008,C,24,45,18.0,6.6,4.4,0.6
Richard Jefferson,2008,SF,27,82,39.0,22.6,4.2,3.1
Sean Williams,2008,C,21,73,17.5,5.6,4.4,0.4
Stromile Swift,2008,PF,28,56,15.1,6.1,3.6,0.5
Trenton Hassell,2008,SG,28,63,12.3,2.0,1.3,0.7
Vince Carter,2008,SG,31,76,38.9,21.3,6.0,5.1
Bracey Wright,2007,SG,22,19,10.0,3.5,1.1,0.8
Craig Smith,2007,PF,23,82,18.7,7.4,5.1,0.6
Eddie Griffin,2007,PF,24,13,7.1,1.4,1.9,0.3
Justin Reed,2007,PF,25,41,7.8,2.6,1.1,0.4
Kevin Garnett,2007,PF,30,76,39.4,22.4,12.8,4.1
Mark Blount,2007,C,31,82,31.0,12.3,6.2,0.8
Mark Madsen,2007,C,31,56,8.4,1.1,1.6,0.2
Marko JariÄ‡,2007,SG,28,70,22.2,5.3,2.6,2.1
Mike James,2007,PG,31,82,25.2,10.1,2.0,3.6
Randy Foye,2007,PG,23,82,22.9,10.1,2.7,2.8
Rashad McCants,2007,SG,22,37,15.0,5.0,1.3,1.0
Ricky Davis,2007,SF,27,81,37.3,17.0,3.9,4.8
Trenton Hassell,2007,SG,27,76,29.3,6.7,3.2,2.7
Troy Hudson,2007,PG,30,34,16.3,5.9,1.4,2.1
Brad Miller,2007,C,30,63,28.3,9.0,6.4,3.6
Corliss Williamson,2007,PF,33,68,19.7,9.1,3.3,0.6
Francisco GarcÃ­a,2007,SF,25,79,17.8,6.0,2.6,1.1
John Salmons,2007,SG,27,79,27.0,8.5,3.3,3.2
Justin Williams,2007,C,22,26,12.8,5.0,4.4,0.1
Kenny Thomas,2007,PF,29,62,22.8,5.3,6.1,1.2
Kevin Martin,2007,SG,23,80,35.2,20.2,4.3,2.2
Maurice Taylor,2007,PF,30,12,8.6,2.0,2.3,0.4
Metta World Peace,2007,SF,27,70,37.7,18.8,6.5,3.4
Mike Bibby,2007,PG,28,82,34.0,17.1,3.2,4.7
Quincy Douby,2007,PG,22,42,8.5,2.8,0.9,0.4
Ronnie Price,2007,PG,23,58,9.7,3.3,1.2,0.8
Shareef Abdur-Rahim,2007,C,30,80,25.2,9.9,5.0,1.4
Vitaly Potapenko,2007,C,31,3,4.3,0.0,0.7,0.0
Brad Miller,2011,C,34,60,16.9,6.4,3.7,2.4
Chase Budinger,2011,SF,22,78,22.3,9.8,3.6,1.6
Chuck Hayes,2011,C,27,74,28.1,7.9,8.1,2.7
Courtney Lee,2011,SG,25,81,21.3,8.3,2.6,1.2
DeMarre Carroll,2011,PF,24,12,4.2,0.8,0.7,0.3
Goran DragiÄ‡,2011,PG,24,70,17.6,7.5,2.0,2.9
Hasheem Thabeet,2011,C,23,47,7.9,1.1,1.6,0.1
Jordan Hill,2011,C,23,72,15.6,5.6,4.3,0.4
Kevin Martin,2011,SG,27,80,32.5,23.5,3.2,2.5
Kyle Lowry,2011,PG,24,75,34.2,13.5,4.1,6.7
Luis Scola,2011,PF,30,74,32.6,18.3,8.2,2.5
Mike Harris,2011,PF,27,4,4.0,2.0,1.3,0.3
Patrick Patterson,2011,PF,21,52,16.7,6.3,3.8,0.8
Terrence Williams,2011,SG,23,21,13.8,5.0,2.4,1.8
Yao Ming,2011,C,30,5,18.2,10.2,5.4,0.8
Brad Wanamaker,2020,PG,30,71,19.3,6.9,2.0,2.5
Carsen Edwards,2020,SG,21,37,9.5,3.3,1.3,0.6
Daniel Theis,2020,C,27,65,24.1,9.2,6.6,1.7
Enes Freedom,2020,C,27,58,16.9,8.1,7.4,1.0
Gordon Hayward,2020,SF,29,52,33.5,17.5,6.7,4.1
Grant Williams,2020,PF,21,69,15.1,3.4,2.6,1.0
Javonte Green,2020,SG,26,48,9.8,3.4,1.9,0.5
Jaylen Brown,2020,SG,23,57,33.9,20.3,6.4,2.1
Jayson Tatum,2020,PF,21,66,34.3,23.4,7.0,3.0
Kemba Walker,2020,PG,29,56,31.1,20.4,3.9,4.8
Marcus Smart,2020,SG,25,60,32.0,12.9,3.8,4.9
Robert Williams,2020,C,22,29,13.4,5.2,4.4,0.9
Romeo Langford,2020,SG,20,32,11.6,2.5,1.3,0.4
Semi Ojeleye,2020,PF,25,69,14.7,3.4,2.1,0.5
Tacko Fall,2020,C,24,7,4.7,3.3,2.1,0.1
Tremont Waters,2020,PG,22,11,10.8,3.6,1.1,1.5
Vincent Poirier,2020,C,26,22,5.9,1.9,2.0,0.4
Bradley Beal,2015,SG,21,63,33.4,15.3,3.8,3.1
DeJuan Blair,2015,PF,25,29,6.2,1.9,1.9,0.1
Drew Gooden,2015,PF,33,51,16.9,5.4,4.4,1.0
Garrett Temple,2015,SG,28,52,14.1,3.9,1.7,1.1
Glen Rice Jr.,2015,SG,24,5,8.6,2.2,0.8,0.4
John Wall,2015,PG,24,79,35.9,17.6,4.6,10.0
Kevin SÃ©raphin,2015,C,25,79,15.6,6.6,3.6,0.7
Kris Humphries,2015,PF,29,64,21.0,8.0,6.5,0.9
Marcin Gortat,2015,C,30,82,29.9,12.2,8.7,1.2
Martell Webster,2015,SF,28,32,11.0,3.3,1.4,0.5
NenÃª,2015,PF,32,67,25.3,11.0,5.1,1.8
Otto Porter Jr.,2015,SF,21,74,19.4,6.0,3.0,0.9
Paul Pierce,2015,SF,37,73,26.2,11.9,4.0,2.0
Ramon Sessions,2015,PG,28,64,18.6,6.3,2.3,2.8
Rasual Butler,2015,SF,35,75,20.1,7.7,2.6,0.8
Toure' Murry,2015,SG-PG,25,5,3.6,1.2,0.2,0.2
Will Bynum,2015,SG,32,7,9.6,3.1,0.9,2.6
Bradley Beal,2018,SG,24,82,36.3,22.6,4.4,4.5
Chris McCullough,2018,PF,22,19,4.7,2.4,1.3,0.2
Devin Robinson,2018,SF,22,1,13.0,2.0,5.0,0.0
Ian Mahinmi,2018,C,31,77,14.9,4.8,4.1,0.7
Jason Smith,2018,C,31,33,8.6,3.4,1.6,0.4
Jodie Meeks,2018,SG,30,77,14.5,6.3,1.6,0.9
John Wall,2018,PG,27,41,34.4,19.4,3.7,9.6
Kelly Oubre Jr.,2018,SF,22,81,27.5,11.8,4.5,1.2
Marcin Gortat,2018,C,33,82,25.3,8.4,7.6,1.8
Markieff Morris,2018,PF,28,73,27.0,11.5,5.6,1.9
Mike Scott,2018,PF,29,76,18.5,8.8,3.3,1.1
Otto Porter Jr.,2018,SF,24,77,31.6,14.7,6.4,2.0
Ramon Sessions,2018,PG,31,28,14.0,4.9,1.4,2.8
Tim Frazier,2018,PG,27,59,14.2,3.0,1.9,3.3
TomÃ¡Å¡ SatoranskÃ½,2018,SG,26,73,22.5,7.2,3.2,3.9
Brandan Wright,2012,C,24,49,16.1,6.9,3.6,0.3
Brendan Haywood,2012,C,32,54,21.2,5.2,6.0,0.4
Brian Cardinal,2012,SF,34,44,6.3,1.0,0.8,0.4
Delonte West,2012,PG,28,44,24.1,9.6,2.3,3.2
Dirk Nowitzki,2012,PF,33,62,33.5,21.6,6.7,2.2
Dominique Jones,2012,SG,23,33,8.1,2.7,1.3,1.3
Ian Mahinmi,2012,C,25,61,18.7,5.8,4.7,0.2
Jason Kidd,2012,PG,38,48,28.7,6.2,4.1,5.5
Jason Terry,2012,SG,34,63,31.7,15.1,2.4,3.6
Kelenna Azubuike,2012,SG,28,3,6.0,2.3,0.0,0.0
Lamar Odom,2012,SF,32,50,20.5,6.6,4.2,1.7
Rodrigue Beaubois,2012,PG,23,53,21.7,8.9,2.8,2.9
Shawn Marion,2012,SF,33,63,30.5,10.6,7.4,2.1
Vince Carter,2012,SG,35,61,25.3,10.1,3.4,2.3
Yi Jianlian,2012,PF,24,30,6.8,2.6,1.6,0.2
Brandon Bass,2011,PF,25,76,26.1,11.2,5.6,0.8
Chris Duhon,2011,PG,28,51,15.2,2.5,1.0,2.3
Dwight Howard,2011,C,25,78,37.6,22.9,14.1,1.4
Earl Clark,2011,SF,23,42,11.0,3.9,2.4,0.2
Gilbert Arenas,2011,PG,29,70,25.7,10.8,2.7,3.9
Hedo TÃ¼rkoÄŸlu,2011,SF-PF,31,81,31.4,10.8,4.4,4.2
J.J. Redick,2011,SG,26,59,25.6,10.1,1.9,1.7
Jameer Nelson,2011,PG,28,76,30.5,13.1,3.0,6.0
Jason Richardson,2011,SG,30,80,33.9,15.6,4.1,1.8
Malik Allen,2011,PF,32,18,9.9,1.3,1.8,0.2
Quentin Richardson,2011,SF,30,57,16.8,4.4,3.1,0.7
Ryan Anderson,2011,PF,22,64,22.3,10.6,5.5,0.8
Brandon Clarke,2021,PF,24,59,24.0,10.3,5.6,1.6
De'Anthony Melton,2021,PG,22,52,20.1,9.1,3.1,2.5
Desmond Bane,2021,SG,22,68,22.3,9.2,3.1,1.7
Dillon Brooks,2021,SF,25,67,29.8,17.2,2.9,2.3
Grayson Allen,2021,SG,25,50,25.2,10.6,3.2,2.2
Ja Morant,2021,PG,21,63,32.6,19.1,4.0,7.4
Jaren Jackson Jr.,2021,C,21,11,23.5,14.4,5.6,1.1
John Konchar,2021,SG,24,43,13.4,4.3,3.0,1.1
Jonas ValanÄiÅ«nas,2021,C,28,62,28.3,17.1,12.5,1.8
Jontay Porter,2021,PF,21,11,4.9,2.0,1.3,0.1
Justise Winslow,2021,SF,24,26,19.5,6.8,4.5,1.9
Killian Tillie,2021,C,22,18,10.1,3.2,1.3,0.4
Kyle Anderson,2021,PF,27,69,27.3,12.4,5.7,3.6
Sean McDermott,2021,SF,24,18,8.8,2.2,1.1,0.2
Tim Frazier,2021,PG,30,5,12.4,1.6,1.6,3.2
Tyus Jones,2021,PG,24,70,17.5,6.3,2.0,3.7
Xavier Tillman Sr.,2021,PF,22,59,18.4,6.6,4.3,1.3
Brandon Clarke,2022,PF,25,64,19.5,10.4,5.3,1.3
DaQuan Jeffries,2022,SG,24,3,3.0,0.7,0.7,0.3
Dakota Mathias,2022,SG,26,6,2.7,1.0,0.3,0.2
De'Anthony Melton,2022,SG,23,73,22.7,10.8,4.5,2.7
Desmond Bane,2022,SG,23,76,29.8,18.2,4.4,2.7
Dillon Brooks,2022,SF,26,32,27.7,18.4,3.2,2.8
Ja Morant,2022,PG,22,57,33.1,27.4,5.7,6.7
Jaren Jackson Jr.,2022,PF,22,78,27.3,16.3,5.8,1.1
Jarrett Culver,2022,SG,22,37,9.1,3.5,1.3,0.9
John Konchar,2022,SG,25,72,17.9,4.8,4.6,1.5
Jon Teske,2022,C,24,3,2.7,0.0,0.7,0.3
Killian Tillie,2022,C,23,36,12.8,3.3,1.7,0.6
Kyle Anderson,2022,PF,28,69,21.5,7.6,5.3,2.7
Sam Merrill,2022,SG,25,6,9.7,4.2,1.2,0.7
Santi Aldama,2022,PF,21,32,11.3,4.1,2.7,0.7
Shaq Buchanan,2022,SG,25,2,5.0,1.0,1.0,1.0
Steven Adams,2022,C,28,76,26.3,6.9,10.0,3.4
Tyrell Terry,2022,PG,21,2,1.5,1.0,0.0,0.0
Tyus Jones,2022,PG,25,73,21.2,8.7,2.4,4.4
Xavier Tillman Sr.,2022,PF,23,53,13.2,4.8,3.0,1.2
Yves Pons,2022,SF,22,12,5.9,1.1,1.0,0.1
Ziaire Williams,2022,SF,20,62,21.7,8.1,2.1,1.0
Brandon Goodwin,2019,PG,23,16,3.6,1.4,0.2,0.9
DeVaughn Akoon-Purcell,2019,SG,25,7,3.1,1.0,0.6,0.9
Gary Harris,2019,SG,24,57,28.8,12.9,2.8,2.2
Isaiah Thomas,2019,SG,29,12,15.1,8.1,1.1,1.9
Jamal Murray,2019,PG,21,75,32.6,18.2,4.2,4.8
Jarred Vanderbilt,2019,PF,19,17,4.1,1.4,1.4,0.2
Juancho HernangÃ³mez,2019,PF,23,70,19.4,5.8,3.8,0.8
Malik Beasley,2019,SG,22,81,23.2,11.3,2.5,1.2
Mason Plumlee,2019,C,28,82,21.1,7.8,6.4,3.0
Monte Morris,2019,PG,23,82,24.0,10.4,2.4,3.6
Nick Young,2019,SG,33,4,9.3,2.3,0.3,0.5
Nikola JokiÄ‡,2019,C,23,80,31.3,20.1,10.8,7.3
Paul Millsap,2019,PF,33,70,27.1,12.6,7.2,2.0
Thomas Welsh,2019,C,22,11,3.3,1.6,0.4,0.5
Torrey Craig,2019,SF,28,75,20.0,5.7,3.5,1.0
Trey Lyles,2019,PF,23,64,17.5,8.5,3.8,1.4
Tyler Lydon,2019,PF,22,25,3.8,0.9,0.7,0.2
Will Barton,2019,SF,28,43,27.7,11.5,4.6,2.9
Brandon Goodwin,2020,PG,24,34,12.6,6.1,2.1,1.5
Bruno Fernando,2020,C,21,56,12.7,4.3,3.5,0.9
Cam Reddish,2020,SF,20,58,26.7,10.5,3.7,1.5
Chandler Parsons,2020,PF,31,5,10.8,2.8,1.4,0.6
Charlie Brown Jr.,2020,SG,22,10,4.0,2.0,0.4,0.2
Damian Jones,2020,C,24,55,16.1,5.6,3.7,0.6
De'Andre Hunter,2020,SF,22,63,32.0,12.3,4.5,1.8
DeAndre' Bembry,2020,SG,25,43,21.3,5.8,3.5,1.9
Dewayne Dedmon,2020,C,30,44,17.6,5.8,5.7,0.5
Evan Turner,2020,SG,31,19,13.2,3.3,2.0,2.0
Jeff Teague,2020,PG,31,59,24.8,10.9,2.4,5.2
John Collins,2020,PF,22,41,33.2,21.6,10.1,1.5
Kevin Huerter,2020,SG,21,56,31.4,12.2,4.1,3.8
Trae Young,2020,PG,21,60,35.3,29.6,4.3,9.3
Treveon Graham,2020,SF,26,55,16.9,4.4,2.7,0.8
Tyrone Wallace,2020,SG,25,14,11.4,2.9,1.6,0.9
Vince Carter,2020,PF,43,60,14.6,5.0,2.1,0.8
Brandon Goodwin,2022,PG,26,36,13.9,4.8,1.9,2.5
Caris LeVert,2022,SG,27,58,30.7,17.0,3.7,4.3
Cedi Osman,2022,SF,26,66,22.2,10.7,2.2,2.0
Collin Sexton,2022,SG,23,11,28.7,16.0,3.3,2.1
Darius Garland,2022,PG,22,68,35.7,21.7,3.3,8.6
Dean Wade,2022,PF,25,51,19.2,5.3,2.9,1.0
Dylan Windler,2022,SF,25,50,9.2,2.2,1.8,0.7
Ed Davis,2022,C,32,31,6.5,0.9,2.1,0.2
Evan Mobley,2022,PF,20,69,33.8,15.0,8.3,2.5
Isaac Okoro,2022,SF,21,67,29.6,8.8,3.0,1.8
Jarrett Allen,2022,C,23,56,32.3,16.1,10.8,1.6
Kevin Love,2022,C,33,74,22.5,13.6,7.2,2.2
Kevin Pangos,2022,PG,29,24,6.9,1.6,0.5,1.3
Lamar Stevens,2022,PF,24,63,16.1,6.1,2.6,0.7
Lauri Markkanen,2022,SF,24,61,30.8,14.8,5.7,1.3
Malik Newman,2022,PG,24,1,8.0,8.0,1.0,1.0
Moses Brown,2022,C,22,40,8.6,4.3,3.4,0.0
RJ Nembhard Jr.,2022,SG,22,14,4.5,1.1,0.5,0.9
Rajon Rondo,2022,PG,35,39,17.9,4.8,2.8,4.4
Ricky Rubio,2022,PG,31,34,28.5,13.1,4.1,6.6
Tacko Fall,2022,C,26,11,5.4,1.1,2.1,0.2
Tim Frazier,2022,PG,31,12,17.3,3.3,1.6,2.8
Tre Scott,2022,SF,25,2,5.5,3.0,1.0,0.0
Brandon Hunter,2004,PF,23,36,11.3,3.5,3.3,0.5
Chris Mihm,2004,C-PF,24,76,17.5,6.3,5.4,0.3
Chucky Atkins,2004,PG,29,64,24.1,8.4,1.5,3.5
Dana Barros,2004,SG,36,1,11.0,6.0,0.0,0.0
JiÅ™Ã­ Welsch,2004,SG,24,81,26.9,9.2,3.7,2.3
Jumaine Jones,2004,SG,24,42,8.9,2.2,1.6,0.3
Kendrick Perkins,2004,C,19,10,3.5,2.2,1.4,0.3
Marcus Banks,2004,PG,22,81,17.1,5.9,1.6,2.2
Mark Blount,2004,C,28,82,29.3,10.3,7.2,0.9
Michael Stewart,2004,C-PF,28,25,5.9,0.5,1.2,0.0
Paul Pierce,2004,SG,26,80,38.7,23.0,6.5,5.1
Raef LaFrentz,2004,C,27,17,19.3,7.8,4.6,1.4
Ricky Davis,2004,SF-SG,24,79,31.3,14.4,4.5,3.3
Walter McCarty,2004,PF,29,77,24.7,7.9,3.1,1.6
Brandon Ingram,2017,SF,19,79,28.8,9.4,4.0,2.1
Corey Brewer,2017,SF,30,82,15.6,4.5,2.0,1.2
D'Angelo Russell,2017,PG,20,63,28.7,15.6,3.5,4.8
David Nwaba,2017,SG,24,20,19.9,6.0,3.2,0.7
Ivica Zubac,2017,C,19,38,16.0,7.5,4.2,0.8
Jordan Clarkson,2017,SG,24,82,29.2,14.7,3.0,2.6
Julius Randle,2017,PF,22,74,28.8,13.2,8.6,3.6
Larry Nance Jr.,2017,PF,24,63,22.9,7.1,5.9,1.5
Luol Deng,2017,SF,31,56,26.5,7.6,5.3,1.3
Marcelo Huertas,2017,PG,33,23,10.3,2.7,1.0,2.3
Metta World Peace,2017,SF,37,25,6.4,2.3,0.8,0.4
Nick Young,2017,SG,31,60,25.9,13.2,2.3,1.0
Tarik Black,2017,C,25,67,16.3,5.7,5.1,0.6
Thomas Robinson,2017,PF,25,48,11.7,5.0,4.6,0.6
Timofey Mozgov,2017,C,30,54,20.4,7.4,4.9,0.8
Tyler Ennis,2017,PG,22,53,11.1,4.3,0.8,1.6
Brandon Ingram,2020,PF,22,62,33.9,23.8,6.1,4.2
Derrick Favors,2020,C,28,51,24.4,9.0,9.8,1.6
E'Twaun Moore,2020,SG,30,56,18.2,8.3,2.3,1.4
Frank Jackson,2020,PG,21,59,13.5,6.3,1.4,1.0
J.J. Redick,2020,SG,35,60,26.4,15.3,2.5,2.0
Jahlil Okafor,2020,C,24,30,15.6,8.1,4.2,1.2
Jaxson Hayes,2020,C,19,64,16.9,7.4,4.0,0.9
Josh Gray,2020,PG,26,2,11.5,1.0,1.0,1.0
Josh Hart,2020,SF,24,65,27.0,10.1,6.5,1.7
Jrue Holiday,2020,SG,29,61,34.7,19.1,4.8,6.7
Kenrich Williams,2020,PF,25,39,21.3,3.5,4.8,1.5
Lonzo Ball,2020,PG,22,63,32.1,11.8,6.1,7.0
Nickeil Alexander-Walker,2020,SG,21,47,12.6,5.7,1.8,1.9
NicolÃ² Melli,2020,C,29,60,17.4,6.6,3.0,1.4
Sindarius Thornwell,2020,SF,25,2,17.5,8.0,2.0,2.0
Zion Williamson,2020,PF,19,24,27.8,22.5,6.3,2.1
Zylan Cheatham,2020,PF,24,4,12.8,3.0,2.3,0.8
Brandon Ingram,2021,SF,23,61,34.3,23.8,4.9,4.9
Didi Louzada,2021,SF,21,3,18.7,2.7,1.0,1.0
Eric Bledsoe,2021,SG,31,71,29.7,12.2,3.4,3.8
Isaiah Thomas,2021,PG,31,3,16.0,7.7,1.3,1.7
James Johnson,2021,PF,33,51,20.5,7.2,3.5,1.9
James Nunnally,2021,SF,30,9,5.3,1.7,1.0,0.3
Jaxson Hayes,2021,C,20,60,16.1,7.5,4.3,0.6
Josh Hart,2021,SF,25,47,28.7,9.2,8.0,2.3
Kira Lewis Jr.,2021,PG,19,54,16.7,6.4,1.3,2.3
Lonzo Ball,2021,PG,23,55,31.8,14.6,4.8,5.7
Naji Marshall,2021,SF,23,32,21.9,7.7,4.6,2.8
Nickeil Alexander-Walker,2021,SG,22,46,21.9,11.0,3.1,2.2
Steven Adams,2021,C,27,58,27.7,7.6,8.9,1.9
Wenyen Gabriel,2021,PF,23,21,11.5,3.4,2.6,0.5
Wes Iwundu,2021,SF,26,41,13.1,2.4,2.2,0.4
Will Magnay,2021,C,22,1,3.0,0.0,0.0,0.0
Willy HernangÃ³mez,2021,C,26,47,18.0,7.8,7.1,1.1
Zion Williamson,2021,PF,20,61,33.2,27.0,7.2,3.7
Brandon Jennings,2013,PG,23,80,36.2,17.5,3.1,6.5
Drew Gooden,2013,C,31,16,9.4,3.3,1.9,0.4
Ekpe Udoh,2013,C,25,76,17.3,4.3,3.3,0.6
Ersan Ä°lyasova,2013,PF,25,73,27.6,13.2,7.1,1.6
Gustavo AyÃ³n,2013,C,27,55,13.3,3.7,3.6,1.3
Ish Smith,2013,PG,24,52,9.9,2.4,1.2,1.7
J.J. Redick,2013,SG,28,78,30.5,14.1,2.2,3.8
Joel Przybilla,2013,C,33,12,5.7,0.2,1.8,0.3
John Henson,2013,PF,22,63,13.1,6.0,4.7,0.5
Larry Sanders,2013,C,24,71,27.3,9.8,9.5,1.2
Luc Mbah a Moute,2013,SF,26,58,22.9,6.7,4.4,0.9
Marquis Daniels,2013,SF,32,59,18.4,5.5,2.5,1.1
Mike Dunleavy,2013,SF,32,75,25.9,10.5,3.9,1.9
Monta Ellis,2013,SG,27,82,37.5,19.2,3.9,6.0
Samuel Dalembert,2013,C,31,47,16.3,6.7,5.9,0.4
Brandon Jennings,2018,PG,28,14,14.6,5.2,2.2,3.1
D.J. Wilson,2018,PF,21,22,3.2,1.0,0.5,0.1
Eric Bledsoe,2018,PG,28,74,31.4,17.7,3.8,5.0
Giannis Antetokounmpo,2018,PF,23,75,36.7,26.9,10.0,4.8
Jabari Parker,2018,PF,22,31,24.0,12.6,4.9,1.9
Jason Terry,2018,SG,40,51,16.0,3.3,0.9,1.2
Joel Bolomboy,2018,PF,24,6,6.3,1.5,1.7,0.0
John Henson,2018,C,27,76,25.9,8.8,6.8,1.5
Khris Middleton,2018,SF,26,82,36.4,20.1,5.2,4.0
Malcolm Brogdon,2018,PG,25,48,29.9,13.0,3.3,3.2
Marshall Plumlee,2018,C,25,8,6.5,1.8,2.1,0.3
Matthew Dellavedova,2018,PG,27,38,18.7,4.3,1.7,3.8
Mirza TeletoviÄ‡,2018,PF,32,10,15.9,7.1,2.3,1.0
Shabazz Muhammad,2018,SF-SG,25,43,9.7,5.0,1.8,0.3
Sterling Brown,2018,SG,22,54,14.4,4.0,2.6,0.5
Thon Maker,2018,C,20,74,16.7,4.8,3.0,0.6
Tony Snell,2018,SG,26,75,27.4,6.9,1.9,1.3
Tyler Zeller,2018,C,28,66,16.8,6.7,4.6,0.7
Xavier Munford,2018,SG,25,6,3.5,0.5,0.2,0.7
Brandon Knight,2014,PG,22,72,33.3,17.9,3.5,4.9
Chris Wright,2014,SF,25,8,15.8,6.0,2.5,0.6
D.J. Stephens,2014,SG,23,3,5.0,2.3,1.7,0.0
Ekpe Udoh,2014,PF,26,42,19.1,3.4,3.5,0.7
Ersan Ä°lyasova,2014,PF,26,55,26.9,11.2,6.2,1.3
Giannis Antetokounmpo,2014,SF,19,77,24.6,6.8,4.4,1.9
Jeff Adrien,2014,PF,27,53,18.1,6.8,5.8,0.7
John Henson,2014,PF,23,70,26.5,11.1,7.1,1.6
Khris Middleton,2014,SF,22,82,30.0,12.1,3.8,2.1
Larry Sanders,2014,C,25,23,25.4,7.7,7.2,0.8
Miroslav Raduljica,2014,C,26,48,9.7,3.8,2.3,0.5
Nate Wolters,2014,PG,22,58,22.6,7.2,2.6,3.2
O.J. Mayo,2014,SG,26,52,25.9,11.7,2.4,2.2
Ramon Sessions,2014,PG,27,83,26.7,12.3,2.4,4.1
Zaza Pachulia,2014,C,29,53,25.0,7.7,6.3,2.6
Brandon Paul,2018,SG,26,64,9.0,2.3,1.1,0.6
Bryn Forbes,2018,SG,24,80,19.0,6.9,1.4,1.0
Danny Green,2018,SG,30,70,25.6,8.6,3.6,1.6
Darrun Hilliard,2018,SG,24,14,6.8,1.1,0.5,0.8
Dejounte Murray,2018,PG,21,81,21.5,8.1,5.7,2.9
Derrick White,2018,PG,23,17,8.2,3.2,1.5,0.5
DÄvis BertÄns,2018,PF,25,77,14.1,5.9,2.0,1.0
Joffrey Lauvergne,2018,C,26,55,9.7,4.1,3.1,0.7
Kawhi Leonard,2018,SF,26,9,23.3,16.2,4.7,2.3
Kyle Anderson,2018,SF,24,74,26.7,7.9,5.4,2.7
LaMarcus Aldridge,2018,C,32,75,33.5,23.1,8.5,2.0
Manu GinÃ³bili,2018,SG,40,65,20.0,8.9,2.2,2.5
Matt Costello,2018,C,24,4,8.0,1.0,2.3,0.5
Patty Mills,2018,PG,29,82,25.7,10.0,1.9,2.8
Pau Gasol,2018,C,37,77,23.5,10.1,8.0,3.1
Rudy Gay,2018,PF,31,57,21.6,11.5,5.1,1.3
Tony Parker,2018,PG,35,55,19.5,7.7,1.7,3.5
Brandon Roy,2007,SG,22,57,35.4,16.8,4.4,4.0
Dan Dickau,2007,PG,28,50,8.9,3.3,0.9,1.4
Fred Jones,2007,SG,27,63,20.9,6.5,1.8,1.7
Ime Udoka,2007,SF,29,75,28.6,8.4,3.7,1.5
Jamaal Magloire,2007,C,28,81,21.0,6.5,6.1,0.4
Jarrett Jack,2007,PG,23,79,33.6,12.0,2.6,5.3
Jeremy Richardson,2007,SG-SF,22,6,3.3,1.3,0.3,0.0
Joel Przybilla,2007,C,27,43,16.3,2.0,3.9,0.3
LaMarcus Aldridge,2007,C,21,63,22.1,9.0,5.0,0.4
Luke Schenscher,2007,C,24,11,10.7,1.7,2.3,0.1
Martell Webster,2007,SF,20,82,21.5,7.0,2.9,0.6
Raef LaFrentz,2007,PF,30,27,13.0,3.7,2.6,0.3
Sergio RodrÃ­guez,2007,PG,20,67,12.9,3.7,1.4,3.3
Stephen Graham,2007,SG,24,14,11.8,3.2,1.5,0.4
Travis Outlaw,2007,PF,22,67,22.9,9.6,3.2,0.8
Zach Randolph,2007,PF,25,68,35.7,23.6,10.1,2.2
Brandon Roy,2008,SG,23,74,37.7,19.1,4.7,5.8
Channing Frye,2008,C,24,78,17.2,6.8,4.5,0.7
James Jones,2008,SF,27,58,22.0,8.0,2.8,0.6
